"SteuerJahr","QuarSort","QuarLang","SteuerTarifSort","SteuerTarifLang","SteuerVermoegen_p50","SteuerVermoegen_p25","SteuerVermoegen_p75"
2002,102,"Wipkingen",1,"Verheiratetentarif",66,0,260
2002,102,"Wipkingen",2,"Einelternfamilientarif",7,0,46
2002,111,"Affoltern",0,"Grundtarif",17,0,85
2002,111,"Affoltern",1,"Verheiratetentarif",73,4,232
2002,111,"Affoltern",2,"Einelternfamilientarif",3,0,37
2002,115,"Oerlikon",0,"Grundtarif",21,0,109
2002,115,"Oerlikon",1,"Verheiratetentarif",82,2,308
2002,115,"Oerlikon",2,"Einelternfamilientarif",4,0,46
2002,119,"Seebach",0,"Grundtarif",13,0,83
2002,119,"Seebach",1,"Verheiratetentarif",50,0,218
2002,119,"Seebach",2,"Einelternfamilientarif",1,0,26
2002,121,"Saatlen",0,"Grundtarif",12,0,67
2002,121,"Saatlen",1,"Verheiratetentarif",37,0,148
2002,121,"Saatlen",2,"Einelternfamilientarif",0.5,0,21
2002,122,"Schwamendingen-Mitte",0,"Grundtarif",15,0,88
2002,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",43,0,198
2002,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,14
2002,123,"Hirzenbach",0,"Grundtarif",15,0,74
2002,123,"Hirzenbach",1,"Verheiratetentarif",44,0,169.16
2002,123,"Hirzenbach",2,"Einelternfamilientarif",0,0,21
2003,11,"Rathaus",0,"Grundtarif",23,0,157
2003,11,"Rathaus",1,"Verheiratetentarif",221,23,718
2003,11,"Rathaus",2,"Einelternfamilientarif",54,0,185
2003,12,"Hochschulen",0,"Grundtarif",40,0,260
2003,12,"Hochschulen",1,"Verheiratetentarif",299,55,1077
2003,12,"Hochschulen",2,"Einelternfamilientarif",,,
2003,13,"Lindenhof",0,"Grundtarif",56,4,306
2003,13,"Lindenhof",1,"Verheiratetentarif",288,54,1236
2003,13,"Lindenhof",2,"Einelternfamilientarif",49,0,417
2003,14,"City",0,"Grundtarif",14,0,85
2003,14,"City",1,"Verheiratetentarif",79,7,323
2003,14,"City",2,"Einelternfamilientarif",,,
2003,21,"Wollishofen",0,"Grundtarif",35,3,177
2003,21,"Wollishofen",1,"Verheiratetentarif",151,29,448
2003,21,"Wollishofen",2,"Einelternfamilientarif",12.5,0,71
2003,23,"Leimbach",0,"Grundtarif",31,2,158
2003,23,"Leimbach",1,"Verheiratetentarif",110,15,363
2003,23,"Leimbach",2,"Einelternfamilientarif",8,0,61
2003,24,"Enge",0,"Grundtarif",36,2,202
2003,24,"Enge",1,"Verheiratetentarif",216.5,29,780.5
2003,24,"Enge",2,"Einelternfamilientarif",17,0,138
2003,31,"Alt-Wiedikon",0,"Grundtarif",23,0,110
2003,31,"Alt-Wiedikon",1,"Verheiratetentarif",61,0,259
2003,31,"Alt-Wiedikon",2,"Einelternfamilientarif",2,0,46
2003,33,"Friesenberg",0,"Grundtarif",19,0,96
2003,33,"Friesenberg",1,"Verheiratetentarif",75,9,207
2003,33,"Friesenberg",2,"Einelternfamilientarif",6,0,39.5
2003,34,"Sihlfeld",0,"Grundtarif",17,0,90
2003,34,"Sihlfeld",1,"Verheiratetentarif",28,0,180
2003,34,"Sihlfeld",2,"Einelternfamilientarif",1,0,30
2003,41,"Werd",0,"Grundtarif",13,0,74
2003,41,"Werd",1,"Verheiratetentarif",21.5,0,159
2003,41,"Werd",2,"Einelternfamilientarif",0,0,72
2003,42,"Langstrasse",0,"Grundtarif",5,0,46
2003,42,"Langstrasse",1,"Verheiratetentarif",4,0,90.5
2003,42,"Langstrasse",2,"Einelternfamilientarif",0,0,19.5
2003,44,"Hard",0,"Grundtarif",6,0,53
2003,44,"Hard",1,"Verheiratetentarif",5,0,80
2003,44,"Hard",2,"Einelternfamilientarif",0,0,9
2003,51,"Gewerbeschule",0,"Grundtarif",10,0,62
2003,51,"Gewerbeschule",1,"Verheiratetentarif",14,0,111
2003,51,"Gewerbeschule",2,"Einelternfamilientarif",0.5,0,37.5
2003,52,"Escher Wyss",0,"Grundtarif",15,0,86
2003,52,"Escher Wyss",1,"Verheiratetentarif",82.5,0.5,289
2003,52,"Escher Wyss",2,"Einelternfamilientarif",5,0,73
2003,61,"Unterstrass",0,"Grundtarif",35,3,149
2003,61,"Unterstrass",1,"Verheiratetentarif",114,17,350
2003,61,"Unterstrass",2,"Einelternfamilientarif",16.5,0,103
2003,63,"Oberstrass",0,"Grundtarif",51,5,234
2003,63,"Oberstrass",1,"Verheiratetentarif",287,70,953
2003,63,"Oberstrass",2,"Einelternfamilientarif",51,6,229
2003,71,"Fluntern",0,"Grundtarif",73,7,439
2003,71,"Fluntern",1,"Verheiratetentarif",533.5,122.5,2021
2003,71,"Fluntern",2,"Einelternfamilientarif",71,3,334
2003,72,"Hottingen",0,"Grundtarif",52,5,273
2003,72,"Hottingen",1,"Verheiratetentarif",321.5,73,1169
2003,72,"Hottingen",2,"Einelternfamilientarif",41,0,207
2003,73,"Hirslanden",0,"Grundtarif",44,6,211
2003,73,"Hirslanden",1,"Verheiratetentarif",218,51,751
2003,73,"Hirslanden",2,"Einelternfamilientarif",32,0,142
2003,74,"Witikon",0,"Grundtarif",77,9,361
2003,74,"Witikon",1,"Verheiratetentarif",303,74,913
2003,74,"Witikon",2,"Einelternfamilientarif",38,0,248
2003,81,"Seefeld",0,"Grundtarif",39,1,188
2003,81,"Seefeld",1,"Verheiratetentarif",203.5,29.5,680.5
2003,81,"Seefeld",2,"Einelternfamilientarif",28,0,103
2003,82,"Mühlebach",0,"Grundtarif",40,2,178
2003,82,"Mühlebach",1,"Verheiratetentarif",198,42,640
2003,82,"Mühlebach",2,"Einelternfamilientarif",35.5,4.5,141.5
2003,83,"Weinegg",0,"Grundtarif",43,3,223
2003,83,"Weinegg",1,"Verheiratetentarif",182,27,784
2003,83,"Weinegg",2,"Einelternfamilientarif",24,4,132
2003,91,"Albisrieden",0,"Grundtarif",32,1,146
2003,91,"Albisrieden",1,"Verheiratetentarif",116,16,352
2003,91,"Albisrieden",2,"Einelternfamilientarif",7,0,45
2003,92,"Altstetten",0,"Grundtarif",15,0,94
2003,92,"Altstetten",1,"Verheiratetentarif",47,0,208
2003,92,"Altstetten",2,"Einelternfamilientarif",0,0,24
2003,101,"Höngg",0,"Grundtarif",43,4,217
2003,101,"Höngg",1,"Verheiratetentarif",185,42,530
2003,101,"Höngg",2,"Einelternfamilientarif",17,0,88
2003,102,"Wipkingen",0,"Grundtarif",23,0,110
2003,102,"Wipkingen",1,"Verheiratetentarif",72,0,288
2003,102,"Wipkingen",2,"Einelternfamilientarif",10,0,57
2003,111,"Affoltern",0,"Grundtarif",17,0,86
2003,111,"Affoltern",1,"Verheiratetentarif",75,2,238
2003,111,"Affoltern",2,"Einelternfamilientarif",3,0,38
2003,115,"Oerlikon",0,"Grundtarif",22,0,115
2003,115,"Oerlikon",1,"Verheiratetentarif",82,2,314
2003,115,"Oerlikon",2,"Einelternfamilientarif",5,0,43.5
2003,119,"Seebach",0,"Grundtarif",13,0,81
2003,119,"Seebach",1,"Verheiratetentarif",48,0,222
2003,119,"Seebach",2,"Einelternfamilientarif",1,0,19
2003,121,"Saatlen",0,"Grundtarif",13,0,71
2003,121,"Saatlen",1,"Verheiratetentarif",41,0,155
2003,121,"Saatlen",2,"Einelternfamilientarif",0,0,21
2003,122,"Schwamendingen-Mitte",0,"Grundtarif",15,0,90
2003,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",42,0,209
2003,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,13
2003,123,"Hirzenbach",0,"Grundtarif",13,0,72
2003,123,"Hirzenbach",1,"Verheiratetentarif",41.5,0,167
2003,123,"Hirzenbach",2,"Einelternfamilientarif",1,0,23
2004,11,"Rathaus",0,"Grundtarif",23,0,156
2004,11,"Rathaus",1,"Verheiratetentarif",249.5,42,828.5
2004,11,"Rathaus",2,"Einelternfamilientarif",66,0,221
2004,12,"Hochschulen",0,"Grundtarif",31,0,252
2004,12,"Hochschulen",1,"Verheiratetentarif",290.5,44.5,1050
2004,12,"Hochschulen",2,"Einelternfamilientarif",,,
2004,13,"Lindenhof",0,"Grundtarif",56,3,286
2004,13,"Lindenhof",1,"Verheiratetentarif",283,49,1135
2004,13,"Lindenhof",2,"Einelternfamilientarif",,,
2004,14,"City",0,"Grundtarif",17,0,103
2004,14,"City",1,"Verheiratetentarif",79,6,345
2004,14,"City",2,"Einelternfamilientarif",,,
2004,21,"Wollishofen",0,"Grundtarif",34,3,176
2004,21,"Wollishofen",1,"Verheiratetentarif",149,27,454.5
2004,21,"Wollishofen",2,"Einelternfamilientarif",13,0,72.5
2004,23,"Leimbach",0,"Grundtarif",31,2,160
2004,23,"Leimbach",1,"Verheiratetentarif",114,15,371
2004,23,"Leimbach",2,"Einelternfamilientarif",6,0,51
2004,24,"Enge",0,"Grundtarif",38,2,205
2004,24,"Enge",1,"Verheiratetentarif",213,28,784
2004,24,"Enge",2,"Einelternfamilientarif",20,0,141
2004,31,"Alt-Wiedikon",0,"Grundtarif",24,0,111
2004,31,"Alt-Wiedikon",1,"Verheiratetentarif",62,0,274
2004,31,"Alt-Wiedikon",2,"Einelternfamilientarif",3,0,53
2004,33,"Friesenberg",0,"Grundtarif",19,0,96
2004,33,"Friesenberg",1,"Verheiratetentarif",75,8,218
2004,33,"Friesenberg",2,"Einelternfamilientarif",3,0,40
2004,34,"Sihlfeld",0,"Grundtarif",17,0,89
2004,34,"Sihlfeld",1,"Verheiratetentarif",27,0,177
2004,34,"Sihlfeld",2,"Einelternfamilientarif",2,0,30.5
2004,41,"Werd",0,"Grundtarif",16,0,82
2004,41,"Werd",1,"Verheiratetentarif",24,0,132
2004,41,"Werd",2,"Einelternfamilientarif",0,0,123
2004,42,"Langstrasse",0,"Grundtarif",4,0,46
2004,42,"Langstrasse",1,"Verheiratetentarif",3,0,93
2004,42,"Langstrasse",2,"Einelternfamilientarif",0,0,17.5
2004,44,"Hard",0,"Grundtarif",5,0,53
2004,44,"Hard",1,"Verheiratetentarif",3,0,73
2004,44,"Hard",2,"Einelternfamilientarif",0,0,13
2004,51,"Gewerbeschule",0,"Grundtarif",11,0,66
2004,51,"Gewerbeschule",1,"Verheiratetentarif",11.5,0,109
2004,51,"Gewerbeschule",2,"Einelternfamilientarif",3,0,46
2004,52,"Escher Wyss",0,"Grundtarif",17,0,100.5
2004,52,"Escher Wyss",1,"Verheiratetentarif",88,0,332
2004,52,"Escher Wyss",2,"Einelternfamilientarif",1,0,50
2004,61,"Unterstrass",0,"Grundtarif",36,2,151
2004,61,"Unterstrass",1,"Verheiratetentarif",116,16,356.5
2004,61,"Unterstrass",2,"Einelternfamilientarif",18,0,89
2004,63,"Oberstrass",0,"Grundtarif",53,6,255
2004,63,"Oberstrass",1,"Verheiratetentarif",285,72,966
2004,63,"Oberstrass",2,"Einelternfamilientarif",50,7,290.5
2004,71,"Fluntern",0,"Grundtarif",77,6,441
2004,71,"Fluntern",1,"Verheiratetentarif",562,132,2132
2004,71,"Fluntern",2,"Einelternfamilientarif",77,7,318
2004,72,"Hottingen",0,"Grundtarif",53,5,284
2004,72,"Hottingen",1,"Verheiratetentarif",329.5,81,1173
2004,72,"Hottingen",2,"Einelternfamilientarif",41,0,250
2004,73,"Hirslanden",0,"Grundtarif",46,6,222.5
2004,73,"Hirslanden",1,"Verheiratetentarif",223.5,43,760.5
2004,73,"Hirslanden",2,"Einelternfamilientarif",32,0,141
2004,74,"Witikon",0,"Grundtarif",74,9,352
2004,74,"Witikon",1,"Verheiratetentarif",307,74,938
2004,74,"Witikon",2,"Einelternfamilientarif",39,0,207
2004,81,"Seefeld",0,"Grundtarif",37,1,197
2004,81,"Seefeld",1,"Verheiratetentarif",213,30,679
2004,81,"Seefeld",2,"Einelternfamilientarif",37,0,147
2004,82,"Mühlebach",0,"Grundtarif",40,3,183
2004,82,"Mühlebach",1,"Verheiratetentarif",197,44,619
2004,82,"Mühlebach",2,"Einelternfamilientarif",36.5,1,180
2004,83,"Weinegg",0,"Grundtarif",42,3,233
2004,83,"Weinegg",1,"Verheiratetentarif",197,29,754
2004,83,"Weinegg",2,"Einelternfamilientarif",29,0,191
2004,91,"Albisrieden",0,"Grundtarif",30,1,147
2004,91,"Albisrieden",1,"Verheiratetentarif",114.5,15,352
2004,91,"Albisrieden",2,"Einelternfamilientarif",5,0,45
2004,92,"Altstetten",0,"Grundtarif",14,0,94
2004,92,"Altstetten",1,"Verheiratetentarif",44,0,207
2004,92,"Altstetten",2,"Einelternfamilientarif",0,0,22
2004,101,"Höngg",0,"Grundtarif",45,4,215
2004,101,"Höngg",1,"Verheiratetentarif",191,44,548
2004,101,"Höngg",2,"Einelternfamilientarif",17,0,96
2004,102,"Wipkingen",0,"Grundtarif",23,0,113
2004,102,"Wipkingen",1,"Verheiratetentarif",69,0,288
2004,102,"Wipkingen",2,"Einelternfamilientarif",11,0,62
2004,111,"Affoltern",0,"Grundtarif",16,0,89
2004,111,"Affoltern",1,"Verheiratetentarif",74,1,243
2004,111,"Affoltern",2,"Einelternfamilientarif",5,0,42
2004,115,"Oerlikon",0,"Grundtarif",24,0,122
2004,115,"Oerlikon",1,"Verheiratetentarif",83,2,334
2004,115,"Oerlikon",2,"Einelternfamilientarif",5,0,42
2004,119,"Seebach",0,"Grundtarif",12,0,83
2004,119,"Seebach",1,"Verheiratetentarif",44,0,216
2004,119,"Seebach",2,"Einelternfamilientarif",0,0,21.5
2004,121,"Saatlen",0,"Grundtarif",12,0,72
2004,121,"Saatlen",1,"Verheiratetentarif",37,0,155
2004,121,"Saatlen",2,"Einelternfamilientarif",0,0,12
2004,122,"Schwamendingen-Mitte",0,"Grundtarif",14,0,88
2004,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",36,0,201
2004,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,14
2004,123,"Hirzenbach",0,"Grundtarif",13,0,72
2004,123,"Hirzenbach",1,"Verheiratetentarif",37,0,159
2004,123,"Hirzenbach",2,"Einelternfamilientarif",0,0,14
2005,11,"Rathaus",0,"Grundtarif",26,0,176
2005,11,"Rathaus",1,"Verheiratetentarif",246,44,884
2005,11,"Rathaus",2,"Einelternfamilientarif",19,0,178
2005,12,"Hochschulen",0,"Grundtarif",50,1,279
2005,12,"Hochschulen",1,"Verheiratetentarif",293,24,1138
2005,12,"Hochschulen",2,"Einelternfamilientarif",,,
2005,13,"Lindenhof",0,"Grundtarif",64,5,301
2005,13,"Lindenhof",1,"Verheiratetentarif",366,73,1343
2005,13,"Lindenhof",2,"Einelternfamilientarif",,,
2005,14,"City",0,"Grundtarif",22,0,153
2005,14,"City",1,"Verheiratetentarif",64,2,341
2005,14,"City",2,"Einelternfamilientarif",24,0,43
2005,21,"Wollishofen",0,"Grundtarif",36,2.5,182
2005,21,"Wollishofen",1,"Verheiratetentarif",153,25,482
2005,21,"Wollishofen",2,"Einelternfamilientarif",12,0,72
2005,23,"Leimbach",0,"Grundtarif",30.5,2,153
2005,23,"Leimbach",1,"Verheiratetentarif",118,14,350
2005,23,"Leimbach",2,"Einelternfamilientarif",8,0,52
2005,24,"Enge",0,"Grundtarif",43,3,232
2005,24,"Enge",1,"Verheiratetentarif",246.5,33,854.5
2005,24,"Enge",2,"Einelternfamilientarif",26,0,150
2005,31,"Alt-Wiedikon",0,"Grundtarif",26,0,116
2005,31,"Alt-Wiedikon",1,"Verheiratetentarif",65,0,298
2005,31,"Alt-Wiedikon",2,"Einelternfamilientarif",3,0,74
2005,33,"Friesenberg",0,"Grundtarif",17,0,91
2005,33,"Friesenberg",1,"Verheiratetentarif",72,7,218
2005,33,"Friesenberg",2,"Einelternfamilientarif",5,0,41
2005,34,"Sihlfeld",0,"Grundtarif",16,0,94
2005,34,"Sihlfeld",1,"Verheiratetentarif",28,0,186
2005,34,"Sihlfeld",2,"Einelternfamilientarif",2,0,33
2005,41,"Werd",0,"Grundtarif",16,0,90
2005,41,"Werd",1,"Verheiratetentarif",23,0,172
2005,41,"Werd",2,"Einelternfamilientarif",24,0,180
2005,42,"Langstrasse",0,"Grundtarif",6,0,52
2005,42,"Langstrasse",1,"Verheiratetentarif",3,0,97
2005,42,"Langstrasse",2,"Einelternfamilientarif",0,0,27
2005,44,"Hard",0,"Grundtarif",5,0,53
2005,44,"Hard",1,"Verheiratetentarif",1,0,72
2005,44,"Hard",2,"Einelternfamilientarif",0,0,12
2005,51,"Gewerbeschule",0,"Grundtarif",13,0,72
2005,51,"Gewerbeschule",1,"Verheiratetentarif",10,0,112
2005,51,"Gewerbeschule",2,"Einelternfamilientarif",4,0,59
2005,52,"Escher Wyss",0,"Grundtarif",19,0,106
2005,52,"Escher Wyss",1,"Verheiratetentarif",101.5,0,369
2005,52,"Escher Wyss",2,"Einelternfamilientarif",3.5,0,70.5
2005,61,"Unterstrass",0,"Grundtarif",36,2,162
2005,61,"Unterstrass",1,"Verheiratetentarif",119,17,378
2005,61,"Unterstrass",2,"Einelternfamilientarif",16.5,0,96.5
2005,63,"Oberstrass",0,"Grundtarif",56.5,6,267
2005,63,"Oberstrass",1,"Verheiratetentarif",338.5,81,1062
2005,63,"Oberstrass",2,"Einelternfamilientarif",61,10,243
2005,71,"Fluntern",0,"Grundtarif",80,6,462
2005,71,"Fluntern",1,"Verheiratetentarif",582.5,130.5,2244
2005,71,"Fluntern",2,"Einelternfamilientarif",82.5,6,360
2005,72,"Hottingen",0,"Grundtarif",58,5,320
2005,72,"Hottingen",1,"Verheiratetentarif",357.5,86,1237
2005,72,"Hottingen",2,"Einelternfamilientarif",45,3,230.5
2005,73,"Hirslanden",0,"Grundtarif",46,6,228
2005,73,"Hirslanden",1,"Verheiratetentarif",231,51,859
2005,73,"Hirslanden",2,"Einelternfamilientarif",38,0,158
2005,74,"Witikon",0,"Grundtarif",73,8,365.5
2005,74,"Witikon",1,"Verheiratetentarif",313,76.5,999.5
2005,74,"Witikon",2,"Einelternfamilientarif",35,0,221
2005,81,"Seefeld",0,"Grundtarif",42,2,206
2005,81,"Seefeld",1,"Verheiratetentarif",220,27,733
2005,81,"Seefeld",2,"Einelternfamilientarif",29,0,106
2005,82,"Mühlebach",0,"Grundtarif",40,2,196
2005,82,"Mühlebach",1,"Verheiratetentarif",214,41,636
2005,82,"Mühlebach",2,"Einelternfamilientarif",24.5,0,163
2005,83,"Weinegg",0,"Grundtarif",47,3,250.5
2005,83,"Weinegg",1,"Verheiratetentarif",216,31,777
2005,83,"Weinegg",2,"Einelternfamilientarif",25,2,155
2005,91,"Albisrieden",0,"Grundtarif",29,0,144
2005,91,"Albisrieden",1,"Verheiratetentarif",114,11,361
2005,91,"Albisrieden",2,"Einelternfamilientarif",5,0,50
2005,92,"Altstetten",0,"Grundtarif",14,0,93
2005,92,"Altstetten",1,"Verheiratetentarif",41,0,213
2005,92,"Altstetten",2,"Einelternfamilientarif",0,0,26
2005,101,"Höngg",0,"Grundtarif",46,5,230.54
2005,101,"Höngg",1,"Verheiratetentarif",195,39,572.5
2005,101,"Höngg",2,"Einelternfamilientarif",20,0,108.5
2005,102,"Wipkingen",0,"Grundtarif",24,0,114
2005,102,"Wipkingen",1,"Verheiratetentarif",75,0,307
2005,102,"Wipkingen",2,"Einelternfamilientarif",9,0,70
2005,111,"Affoltern",0,"Grundtarif",17,0,95
2005,111,"Affoltern",1,"Verheiratetentarif",72,1,248.5
2005,111,"Affoltern",2,"Einelternfamilientarif",5,0,41
2005,115,"Oerlikon",0,"Grundtarif",23,0,122
2005,115,"Oerlikon",1,"Verheiratetentarif",91,2,354
2005,115,"Oerlikon",2,"Einelternfamilientarif",3,0,49
2005,119,"Seebach",0,"Grundtarif",11,0,84
2005,119,"Seebach",1,"Verheiratetentarif",40,0,222.5
2005,119,"Seebach",2,"Einelternfamilientarif",0,0,19
2005,121,"Saatlen",0,"Grundtarif",10,0,71
2005,121,"Saatlen",1,"Verheiratetentarif",32,0,151
2005,121,"Saatlen",2,"Einelternfamilientarif",0,0,14
2005,122,"Schwamendingen-Mitte",0,"Grundtarif",11,0,85
2005,122,"Schwamendingen-Mitte",1,"Verheiratetentarif",30,0,195
2005,122,"Schwamendingen-Mitte",2,"Einelternfamilientarif",0,0,11
2005,123,"Hirzenbach",0,"Grundtarif",10,0,69
2005,123,"Hirzenbach",1,"Verheiratetentarif",33,0,158
2005,123,"Hirzenbach",2,"Einelternfamilientarif",1,0,14
2006,11,"Rathaus",0,"Grundtarif",25,0,184
2006,11,"Rathaus",1,"Verheiratetentarif",294,49.5,983.5
2006,11,"Rathaus",2,"Einelternfamilientarif",50,0,282
2006,12,"Hochschulen",0,"Grundtarif",52.5,4,297
2006,12,"Hochschulen",1,"Verheiratetentarif",327,60,1174
2006,12,"Hochschulen",2,"Einelternfamilientarif",,,
2006,13,"Lindenhof",0,"Grundtarif",54.5,2,307
2006,13,"Lindenhof",1,"Verheiratetentarif",415.5,78,1436
2006,13,"Lindenhof",2,"Einelternfamilientarif",,,
2006,14,"City",0,"Grundtarif",20,0,126.5
2006,14,"City",1,"Verheiratetentarif",86,14,379
2006,14,"City",2,"Einelternfamilientarif",,,
2006,21,"Wollishofen",0,"Grundtarif",36,3,185.5
2006,21,"Wollishofen",1,"Verheiratetentarif",159,25,498
2006,21,"Wollishofen",2,"Einelternfamilientarif",10,0,70.5
2006,23,"Leimbach",0,"Grundtarif",30,1,164
2006,23,"Leimbach",1,"Verheiratetentarif",120,15,359
2006,23,"Leimbach",2,"Einelternfamilientarif",10,0,57
2006,24,"Enge",0,"Grundtarif",44,3,255
2006,24,"Enge",1,"Verheiratetentarif",269,31,947
2006,24,"Enge",2,"Einelternfamilientarif",26,0,200
2006,31,"Alt-Wiedikon",0,"Grundtarif",26,0,119
2006,31,"Alt-Wiedikon",1,"Verheiratetentarif",66.5,0,306
2006,31,"Alt-Wiedikon",2,"Einelternfamilientarif",6,0,56
2006,33,"Friesenberg",0,"Grundtarif",17,0,92
2006,33,"Friesenberg",1,"Verheiratetentarif",70,4,217
2006,33,"Friesenberg",2,"Einelternfamilientarif",6,0,40
2006,34,"Sihlfeld",0,"Grundtarif",17,0,99
2006,34,"Sihlfeld",1,"Verheiratetentarif",30,0,185
2006,34,"Sihlfeld",2,"Einelternfamilientarif",1,0,33
2006,41,"Werd",0,"Grundtarif",19,0,90
2006,41,"Werd",1,"Verheiratetentarif",20,0,220
2006,41,"Werd",2,"Einelternfamilientarif",23,0,130
2006,42,"Langstrasse",0,"Grundtarif",6,0,56
2006,42,"Langstrasse",1,"Verheiratetentarif",2,0,97
2006,42,"Langstrasse",2,"Einelternfamilientarif",0.5,0,58
2006,44,"Hard",0,"Grundtarif",5,0,52
2006,44,"Hard",1,"Verheiratetentarif",1,0,78
2006,44,"Hard",2,"Einelternfamilientarif",0,0,9
2006,51,"Gewerbeschule",0,"Grundtarif",14,0,75
2006,51,"Gewerbeschule",1,"Verheiratetentarif",12,0,134
2006,51,"Gewerbeschule",2,"Einelternfamilientarif",9,0,80
2006,52,"Escher Wyss",0,"Grundtarif",23,0,113
2006,52,"Escher Wyss",1,"Verheiratetentarif",106,8,430
2006,52,"Escher Wyss",2,"Einelternfamilientarif",6,0,71
2006,61,"Unterstrass",0,"Grundtarif",36,2,164
2006,61,"Unterstrass",1,"Verheiratetentarif",122,19,395
2006,61,"Unterstrass",2,"Einelternfamilientarif",17,0,100
2006,63,"Oberstrass",0,"Grundtarif",58,7,274
2006,63,"Oberstrass",1,"Verheiratetentarif",356,83,1114.5
2006,63,"Oberstrass",2,"Einelternfamilientarif",56,6,229
2006,71,"Fluntern",0,"Grundtarif",90.5,9,491
2006,71,"Fluntern",1,"Verheiratetentarif",699,153,2432
2006,71,"Fluntern",2,"Einelternfamilientarif",64.5,0,308
2006,72,"Hottingen",0,"Grundtarif",58,5,326
2006,72,"Hottingen",1,"Verheiratetentarif",399,100,1367
2006,72,"Hottingen",2,"Einelternfamilientarif",48.5,7,244.5
2006,73,"Hirslanden",0,"Grundtarif",50,6,243
2006,73,"Hirslanden",1,"Verheiratetentarif",267,56,930
2006,73,"Hirslanden",2,"Einelternfamilientarif",39,1,185
2006,74,"Witikon",0,"Grundtarif",84,9,390
2006,74,"Witikon",1,"Verheiratetentarif",313,76,1012
2006,74,"Witikon",2,"Einelternfamilientarif",28,0,220
